,ld_grd_s,ld_grd_i,lb_grd_s,lb_grd_i,lb_kme_sup,lb_kme_inf
0,56.09641944068946,-57.25491258634351,-40.03346734759306,49.545460701158966,30.143274111675147,8.174344978165998
1,61.823219997196546,-54.263297081515454,-46.12306300300993,44.11686525812357,30.490458015267187,7.999470338982999
2,54.437495257296206,-53.87270204972289,-37.91994600909888,46.89305303870031,30.509895424836586,8.738350515463997
3,60.24435704907265,-57.47750746752444,-45.494500259204095,50.31845673859637,29.111941659070148,8.748020304568495
4,63.12378214283366,-53.95283420728205,-41.46310616655623,49.437354762398186,27.761975308642022,9.267988929889272
5,60.76101717694925,-57.29118121659833,-42.72912418440645,51.331797996774455,27.62438271604939,8.296617647058879
6,60.605881105508956,-61.167903829802356,-41.72237268731828,55.51913803792736,27.87454394693202,8.154396423248892
7,57.201969294518875,-58.29277410025788,-37.724985840791106,53.55897707845524,27.889167767503345,8.163754646840156
8,56.790544651688656,-54.27714227284808,-36.94060062275259,50.18716887803745,27.937267825044977,8.647087378640883
9,58.12803680951685,-51.01493958218022,-37.2663039230697,45.70849730162372,28.050141803743607,8.994690265486744
10,57.27958537388427,-55.234695996170146,-38.026203176015166,49.28234630927535,28.579700272479613,8.459265175718864
11,64.19290084191204,-46.45405136325553,-45.02625971857312,42.06265607266427,28.975085324232083,9.122900158478632
12,55.188437613630114,-67.51291149918703,-68.9550782273078,39.76568804984602,17.424929396662364,-2.3980327868852376
13,56.548738915468704,-65.34949967681621,-68.80176237266576,35.76959630642547,18.110570236439447,-1.9381882770870549
14,55.42810289592011,-68.00418482279204,-67.93179104069483,40.43851269017712,18.105903614457834,-0.747829787234001
15,52.26155388221186,-75.13152903851685,-64.29596794721729,42.5486317456148,17.171837349397556,-3.065067178502913
16,47.424849522414654,-69.2505576324774,-57.4204144134869,39.61954083870036,14.731841473178594,-5.18432708688246
17,45.4113863214731,-69.67563442057713,-56.88011300882174,36.392033408721026,12.819035532994977,-8.75081433224753
18,46.56479843518849,-71.73837274681041,-61.29393299436366,37.498609441634514,12.806930209858418,-9.779495268138769
19,44.80822804385261,-72.49764446209949,-54.36339597493087,38.991911626192234,12.803621644652775,-10.012992125984262
20,50.35275756576517,-78.3202566700321,-63.09928521492165,43.99240939085308,14.256353591160243,-7.229166666666655
21,49.865408515472154,-76.82723074366979,-62.39968780654312,42.33470876656348,14.343862392494078,-7.63343653250776
22,48.45648924506598,-76.60240070869605,-62.08244113280127,41.183780844087465,14.598351254480301,-6.082716049382743
23,51.32443535144592,-78.80171011912859,-61.36473132560083,43.529030683954105,16.106539509536784,-5.358435207823968
24,51.35685253804968,-61.10552317548512,-58.21906031978928,40.16794612985525,21.6721649484536,1.0590425531915013
25,49.85006866868343,-62.36571216005156,-58.798079334389854,38.28947903474501,21.398296836982972,1.712226148409993
26,48.746301787004,-60.23436545780662,-57.44481732820428,39.09092096672435,21.052729166666687,1.27741596638662
27,49.092506995872924,-63.936175711593805,-56.7630460760621,38.13722917725843,19.027866972477035,-0.1529761904762541
28,46.9881777874652,-65.94133865507828,-54.99793479776047,40.78861612357647,17.623485477178463,-1.8925068119891115
29,47.06324027641299,-65.10525802994445,-59.742960801599224,36.94180519239115,16.97870270270272,-4.263327702702693
30,47.04884890200324,-69.89987880546678,-59.01487386654026,40.228199371291424,16.913131313131334,-4.599491150442478
31,49.887121037313165,-70.53986822953028,-62.16656200621105,43.6036516540103,17.261430246189864,-3.551602564102536
32,48.309760873437696,-69.29051107838316,-57.043178828177645,42.33300992121676,16.7004120879121,-1.893711340206222
33,49.8389866501405,-62.779133499483606,-59.24567420487319,37.60673449303274,17.7168241965973,-1.3970394736842646
34,45.83717859483991,-68.89881093826415,-56.23990336170144,43.081924268757504,17.83868828297713,-0.9473384030418313
35,53.877306519504124,-61.415582618885054,-62.36798128054119,37.1413153636848,19.217197724039817,-0.813203463203477
36,59.810934508355906,-50.627941017619925,-50.313876010628746,37.01683196626185,28.76249999999996,6.747650471355998
37,61.60600967000463,-49.933060233978054,-54.16805080686916,36.554652770813064,28.911333333333314,6.077546549835626
38,61.78394937612937,-51.133994496688686,-53.04795616669678,36.82530771809925,28.801701570680613,6.43420814479642
39,58.307795664328054,-53.25652963580524,-51.77668119417193,40.040620118871914,27.451793863099937,7.165467625899252
40,61.54194023116182,-52.1645281600526,-47.55919287143156,44.25590912745161,26.174916805324504,7.345102781136633
41,58.09516462920278,-53.60176469951445,-48.62662904114677,44.75098362825975,26.047461250668146,7.2815972222222705
42,52.856170330693814,-54.62901595985327,-41.62530927606048,43.14060644150986,25.991962056914602,7.157554786620516
43,56.3954046273816,-57.71034899389811,-46.01464266297593,48.00504240589694,26.196132596685022,7.063009845288354
44,55.2389494434554,-59.45749702880061,-43.82889322534871,47.012462494442026,26.444673366834216,6.848758169934605
45,61.59429530902902,-58.32830285295697,-48.6612389138132,45.570882317146406,26.812286063569665,6.815891472868213
46,58.29423088891426,-60.95012319031165,-45.236775786492174,46.95864617730585,26.8244431418523,6.868627450980464
47,62.44734812481351,-45.80471554860027,-52.0775453432353,32.545431425660325,27.646206225680956,6.721901211556435
48,52.396923078166694,-57.01660128874626,-57.72882255434939,40.169341808581315,23.759224806201548,2.9065587044534027
49,52.26112449492487,-55.35526211092578,-58.80896247865054,38.53270399172608,24.6386363636364,3.1167804878049647
50,49.906839842304834,-55.91283173044084,-56.33315358090279,39.015874853835015,24.56830870279149,3.5612736179145728
51,48.71230798185178,-61.74676146587524,-56.784424180809935,43.305472300218185,23.317123287671194,3.2424860335195635
52,52.596338800511084,-57.140305400034265,-54.72153902480789,41.12192454669879,22.094524959742337,2.828689598689568
53,54.60759501844883,-52.21314007200611,-60.500173797782395,36.834465816582814,19.776676342525352,2.117325227963466
54,45.08683007749691,-58.292501929790916,-51.55301204123507,40.090551681384596,19.55747384155461,1.9523278370513513
55,50.967752501171965,-56.797430539239606,-55.671924584472634,39.66611662351535,20.22128892107171,2.1565434565434494
56,51.78221849614562,-57.05849847242735,-56.30562330163366,40.23774324829763,21.022256728778505,2.753301127214124
57,54.15506095994629,-57.85624660484679,-57.9786699097952,40.045176428794235,21.146956521739078,2.9010560519902526
58,52.04317079438684,-63.0765209135606,-57.00598646478562,44.67429938764351,21.837844940867278,3.1798829553767636
59,54.87627462178913,-54.24044539768886,-60.06369494999559,37.517219167702336,22.551951951951942,3.3019261992619455
60,42.095473283035425,-45.90329496316099,-48.13931848157846,22.272322699394383,19.340169851380043,0.7513951890033823
61,42.992744603150335,-49.29793039564498,-47.14595329501818,28.539821527877343,18.931614906832312,1.0072768192047876
62,40.235589087365845,-49.23359162583366,-44.94651449852701,28.389839313998863,19.499999999999986,1.1684718100890743
63,38.810701600232186,-47.05370262525144,-43.55094312073388,23.46325827621755,17.564079822616417,-1.137121212121217
64,40.409166918344674,-48.43596691815903,-44.360654593510425,22.928455289971822,16.105857445307006,-3.2054700854700995
65,38.65790235329722,-52.53782089524913,-47.068348270722225,25.613809367935083,15.018761609907127,-6.021951219512194
66,38.50574909150616,-49.882695642287494,-49.54196599488068,23.892262847789475,14.916549069916623,-6.667847411444127
67,42.816290401829285,-52.59804949797868,-50.325924133325195,26.015772250437465,15.9220355731225,-4.293243606998691
68,41.55228929445684,-51.025279699516624,-46.46529788890983,25.70142997839159,15.709807073954977,-2.446292134831511
69,40.69354459412224,-44.71466185716761,-44.35691158718055,20.71551460870876,15.799835436094419,-2.123546944858398
70,42.95486494733427,-47.81889081347785,-47.0350837693436,24.36122763439888,16.09583764219229,-2.057588357588365
71,39.94821323949422,-48.61913909167903,-43.37392421144479,26.139197431109515,16.73631778058004,-1.7539358600583164
72,56.09457911380057,-40.13513141991731,-52.442565021187875,29.955715224505024,24.729925925925922,4.353864734299572
73,49.78223886635112,-40.20805914285933,-47.74112847389025,30.078947388510485,24.952422145328704,4.769056457849942
74,45.175727796037876,-37.74539870403233,-43.45402857811529,28.72714056817111,24.687331536388147,4.824400311526512
75,46.38299187239702,-41.06697478242138,-45.38709304116761,30.68753973048508,25.01684053651261,4.552106969205809
76,51.94165621024665,-39.24407450651178,-43.73754132851251,29.106668277418233,25.239363484087086,4.0912413358537645
77,47.863585694463644,-39.37671886659706,-42.57570722338457,29.251930826650856,24.514534161490666,3.2128594249201043
78,44.933396700806206,-37.45130720164752,-45.33588784777262,26.34855843836757,24.549852071005866,2.93431818181819
79,51.263129913466344,-40.58116632803622,-44.834925670699064,29.06118248506014,24.81894736842106,3.223291697281418
80,47.50699840580273,-37.76648897005438,-42.9115721047945,27.58839181469318,25.413835376532372,3.7962762356126962
81,48.81010019460858,-41.68940121392327,-44.212723338355524,31.703356188114274,25.385299806576395,4.124855119124328
82,51.22264058656169,-41.38717787167796,-47.71412945734868,28.87432355018168,25.021666666666647,4.20981507823616
83,48.41116739709042,-38.33784517379527,-46.13291641293091,27.67892649280835,24.953678929765896,4.269236760124615
84,45.47675977757201,-43.836727732506766,-51.79134159387263,26.83601725807293,20.24973190348527,1.7144938650306294
85,45.78988493109097,-50.13368921727705,-52.32731069515867,31.709788554249045,20.45238095238099,1.8455249569707703
86,46.13926005201517,-44.41187972362799,-52.01650194040958,27.71177787336061,20.694918032786866,1.9858823529411378
87,42.83992079736102,-46.108191505024756,-49.49786359067768,28.334708985146523,19.654577056778656,2.0469004893964
88,44.41517147024201,-45.7164810462751,-47.01804938840954,26.524314641022645,18.515930485155728,0.9595022624434542
89,37.65533438637893,-41.37155346500708,-42.94089244076878,20.992343388815836,17.882777777777733,0.03320158102751947
90,36.868799585866554,-45.010517010608915,-43.672823507481546,25.04311246957294,18.289856670341795,-0.9561454183268037
91,41.743510715525844,-43.28835065115098,-48.819635151845475,24.68666991668227,18.81808510638298,0.15891768292688369
92,40.049274168950916,-44.84782718539746,-47.25018458372454,25.351504023103544,18.81374603174605,0.40762286860589114
93,38.43161501463386,-47.07521595717594,-44.2601964317346,28.001069229491694,18.2791208791209,0.9446494464945392
94,45.21977128229553,-46.22554737874621,-51.09546404365112,27.22405561841854,18.97287977632808,1.0029202841358167
95,43.55716865268644,-45.77086641349853,-49.40529615181471,26.85746004071116,19.328884026258258,1.5259479305741213
96,192.14445009943267,,,,98.81666666666665,
97,194.04445009943268,,,,203.48666666666668,
98,193.29445009943268,,,,266.6571428571429,
99,183.24445009943267,,,,200.79999999999998,
100,174.89445009943267,,,,88.5,
101,169.5694500994327,,,,49.1,
102,170.1944500994327,,,,18.628571428571426,
103,172.26945009943267,,,,21.1375,
104,173.79445009943268,,,,57.833333333333336,
105,179.74445009943267,,,,63.12857142857142,
106,180.49445009943267,,,,53.642857142857146,
107,185.29445009943268,,,,127.73333333333333,
108,195.79445009943268,,,,250.08000000000004,
109,200.7444500994327,,,,267.75,
110,199.79445009943268,,,,342.9,
111,187.3444500994327,,,,211.08,
112,178.0944500994327,,,,90.5,
113,170.79445009943268,,,,29.965,
114,170.99445009943267,,,,60.9,
115,172.14445009943267,,,,28.52,
116,176.79445009943268,,,,78.1,
117,183.89445009943267,,,,90.24444444444444,
118,182.9444500994327,,,,109.21000000000001,
119,189.99445009943267,,,,148.48749999999998,
